sol,temp_min,temp_max,temp_avg,temp_range,temp_p05,temp_median,temp_p95,wind_speed_avg,wind_speed_max,wind_speed_std,wind_speed_median,wind_speed_p95,wind_gust_factor,wind_direction_avg,wind_direction_std,wind_resultant_length,wind_u_mean,wind_v_mean,wind_vector_mean_speed,wind_vector_mean_dir,solar_longitude_deg,weather_readings_count,weather_temp_completeness,weather_wind_completeness,weather_data_completeness,weather_available_today,activity_count,activity_text,has_activity,operational_status_rate,has_operational_problem,criticality_rate,is_critical_operation,power_status_rate,has_power_issue,mars_year,sol_of_mars_year,sol_gap,is_consecutive_sol,sol_gap_size,mission_age_linear,mission_age_log,mission_phase,phase_progress,equipment_age_factor,wear_accumulation,activity_word_count,instruction_complexity,is_multipart_operation,operation_part_number,uses_ida,uses_hp3,uses_seis,uses_apss,uses_camera,uses_wts,systems_involved,primary_instrument,is_science_activity,is_maintenance_activity,is_deployment_activity,is_recovery_activity,is_thermal_activity,is_communication_activity,primary_activity_type,activity_intensity,multiple_activities,mars_season,dust_season_risk,orbital_thermal_factor,ls_sin,ls_cos,solar_longitude_diff,temp_volatility_7sol,temp_trend_7sol,operational_tempo_3sol,operational_tempo_7sol,operational_tempo_15sol,sols_since_last_problem,sols_to_next_problem,sols_since_last_activity,activity_days_30sol,cumulative_activity_count,wind_gustiness,wind_volatility_7sol,wind_dust_lifting,wind_sustained_high,wind_high_volatility,dust_storm_probability,dust_event_level,ida_cumulative_usage,ida_usage_intensity,hp3_cumulative_usage,hp3_usage_intensity,seis_cumulative_usage,seis_usage_intensity,apss_cumulative_usage,apss_usage_intensity,camera_cumulative_usage,camera_usage_intensity,wts_cumulative_usage,wts_usage_intensity,mission_operational_cycles,equipment_reliability_score,maintenance_activity,sols_since_maintenance,environmental_stress_index,operational_risk_index,power_availability_proxy,solar_longitude,avg_temp
695,183.19145,266.67896,214.21591,83.487495,185.49959,203.12325,263.53217,4.7614574,9.258445,1.8339303,4.5497913,8.27335,1.8416438,220.16313,44.369194,0.74093765,-2.2700098,-1.0279745,3.5338569,206.6812,311.56897,58.0,1.0,0.0,0.6,1.0,0,,0,,,,,,,2,26,1,1,0,0.48635408,0.9008895,Primary,0.9769737,0.22527741,0.695,0,1,0,0,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,NONE,0.05,0,Winter_North,0.0,0.7380503,-0.7481576,0.66352105,0.4205413,0.5990504,-0.0033836174,0.2348485,0.12922078,0.123030305,0,0,2,5,169,4.4969873,1.1478184,0,0,1,0.20819183,none,45,0.0,91,0.054945055,53,0.0,46,0.02173913,102,0.04901961,10,0.0,169,0.7148951,0,43,0.3719244,0.21536864,0.7380503,311.56897,214.21591
696,186.89328,267.35565,235.60854,80.462364,191.3161,242.14398,264.8169,4.460031,7.1886477,1.4900268,4.583823,6.8538704,1.6117933,222.9475,38.987614,0.79333127,-2.3301294,-2.6205816,3.506701,228.35762,312.765,28.0,1.0,0.9285714,0.9714286,1.0,0,,0,,,,,,,2,27,1,1,0,0.48705387,0.90108716,Primary,0.97861844,0.2254267,0.696,0,1,0,0,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,NONE,0.05,0,Winter_North,0.0,0.72882056,-0.73414475,0.678993,1.1960344,7.7590113,3.4228845,0.05,0.12922078,0.123030305,0,0,3,4,169,2.728617,1.0719042,0,0,0,0.16434157,none,45,0.0,91,0.043956045,53,0.0,46,0.02173913,102,0.039215688,10,0.0,169,0.7147903,0,44,0.4958917,0.19786523,0.72882056,312.765,235.60854
697,179.83331,266.76184,214.25558,86.92852,182.83386,203.05144,263.01944,6.1086617,13.532093,2.3121233,5.7767177,9.678216,2.2152305,277.5672,39.49439,0.78854,0.37892857,-4.9975085,5.0118537,274.33606,313.00357,97.0,1.0,1.0,1.0,1.0,0,,0,,,,,,,2,28,1,1,0,0.48775366,0.9012845,Primary,0.9802632,0.2255757,0.697,0,1,0,0,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,NONE,0.05,0,Winter_North,0.0,0.72696745,-0.73131114,0.682044,0.23857732,7.817088,-0.09862926,0.05,0.12922078,0.123030305,0,0,4,4,169,7.423432,0.8112907,1,0,0,0.47469878,minor,45,0.0,91,0.043956045,53,0.0,46,0.02173913,102,0.039215688,10,0.0,169,0.7146856,0,45,0.415451,0.32204473,0.72696745,313.00357,214.25558
698,179.32481,268.18558,216.07938,88.860756,182.04164,204.13861,264.08905,4.622304,7.211977,1.5142488,4.6322856,6.7510424,1.5602559,260.20074,49.638336,0.6870946,-0.42858586,-3.2836707,3.311522,262.56378,313.5274,100.0,1.0,1.0,1.0,1.0,0,,0,,,,,,,2,29,1,1,0,0.48845348,0.9014815,Primary,0.9819079,0.2257244,0.698,0,1,0,0,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,NONE,0.05,0,Winter_North,0.0,0.7228849,-0.7250451,0.6887014,0.52382267,7.749632,0.10082099,0.05,0.12922078,0.123030305,0,0,5,4,169,2.589673,0.77573085,0,0,0,0.13372889,none,45,0.0,91,0.043956045,53,0.0,46,0.02173913,102,0.039215688,10,0.0,169,0.7145811,0,46,0.4029196,0.18569338,0.7228849,313.5274,216.07938
699,179.58658,268.81412,215.86823,89.22755,182.5876,204.20154,264.3461,5.19802,13.402994,2.043305,5.029235,8.546033,2.5784807,272.27673,42.915108,0.75539994,-0.1054101,-4.1048822,4.1062355,268.52902,314.1184,99.0,1.0,1.0,1.0,1.0,0,,0,,,,,,,2,30,1,1,0,0.48915327,0.9016783,Primary,0.98355263,0.2258728,0.699,0,1,0,0,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,NONE,0.05,0,Winter_North,0.0,0.7182564,-0.7179027,0.69614345,0.591004,7.7287273,0.082072444,0.05,0.12922078,0.123030305,0,0,6,4,169,8.204974,0.6938099,1,1,0,0.46388185,minor,45,0.0,91,0.043956045,53,0.0,46,0.02173913,102,0.039215688,10,0.0,169,0.7144767,0,47,0.37682587,0.3177911,0.7182564,314.1184,215.86823
700,179.56467,264.9075,206.81612,85.342834,182.11958,196.11699,261.5554,5.464171,9.156161,1.4163504,5.3675027,8.231989,1.6756725,280.29053,32.314167,0.8529609,0.6557404,-4.622272,4.668554,278.0744,314.63843,76.0,1.0,1.0,1.0,1.0,1,"HP3 Mole Recovery Activities, HP3 RAD Single Measurements, BEE Reset, Operate Using 15-Curve LME, and Dust Devil and Tau Images",1,,0.0,,0.0,,0.0,2,31,1,1,0,0.48985305,0.9018748,Primary,0.98519737,0.22602092,0.7,20,7,0,0,0,1,0,0,1,0,2,HP3,1,0,0,1,0,0,SCIENCE,0.77272725,0,Winter_North,0.0,0.7141646,-0.71155506,0.70263034,0.520017,8.840651,-1.4887534,0.29090908,0.15324675,0.17121212,1,1,0,5,170,3.6919904,0.5790244,0,0,0,0.2421377,none,45,0.0,92,0.054347824,53,0.0,46,0.02173913,103,0.048543688,10,0.0,170,0.7133724,0,48,0.3638133,0.23548642,0.7141646,314.63843,206.81612
701,180.17557,269.20282,212.85704,89.027245,182.62354,201.04721,263.48105,4.1302705,7.0806704,1.4121239,4.1636443,6.2434254,1.7143357,257.01443,59.260986,0.58573514,-0.6491459,-2.4922082,2.5753627,255.40056,315.33966,91.0,1.0,1.0,1.0,1.0,0,,0,,,,,,,2,32,1,1,0,0.49055284,0.902071,Primary,0.9868421,0.22616872,0.701,0,1,0,0,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,NONE,0.05,0,Winter_North,0.0,0.708619,-0.7029024,0.7112863,0.7012493,8.972269,-0.22648107,0.29090908,0.15324675,0.13515152,0,0,1,5,170,2.9503999,0.6735545,0,0,0,0.13299975,none,45,0.0,92,0.054347824,53,0.0,46,0.02173913,103,0.048543688,10,0.0,170,0.7132683,0,49,0.39614156,0.1918677,0.708619,315.33966,212.85704
702,179.91357,270.7769,215.52527,90.863304,182.9416,203.20493,266.1278,5.5366273,11.699904,2.1997836,5.1543913,9.420905,2.1131825,267.40887,45.14679,0.7331239,-0.30590066,-4.283626,4.2945347,265.91534,315.89203,99.0,1.0,1.0,1.0,1.0,0,,0,,,,,,,2,33,1,1,0,0.49125263,0.9022669,Primary,0.9884868,0.22631624,0.702,0,1,0,0,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,NONE,0.05,0,Winter_North,0.0,0.7042288,-0.6960128,0.7180294,0.55234987,8.929564,-3.3472104,0.29090908,0.15324675,0.13515152,0,0,2,5,170,6.163277,0.69806576,0,0,0,0.31255436,minor,45,0.0,92,0.054347824,53,0.0,46,0.02173913,103,0.048543688,10,0.0,170,0.7131642,0,50,0.40293866,0.26372597,0.7042288,315.89203,215.52527
703,179.5469,267.85028,216.46562,88.30337,183.2444,203.74182,264.6827,4.481037,8.256211,1.653633,4.3828125,7.3999987,1.8424777,254.28996,61.162346,0.5656604,-0.5133231,-2.7319257,2.7797337,259.35834,316.4834,100.0,1.0,1.0,1.0,1.0,0,,0,,,,,,,2,34,1,1,0,0.49195242,0.90246254,Primary,0.99013156,0.22646345,0.703,0,1,0,0,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,NONE,0.05,0,Winter_North,0.0,0.69950736,-0.6885647,0.7251749,0.5913798,3.396004,0.36834025,0.05,0.15324675,0.13515152,0,0,3,4,170,3.775174,0.6950235,0,0,0,0.15481949,none,45,0.0,92,0.04347826,53,0.0,46,0.02173913,103,0.03883495,10,0.0,170,0.7130603,0,51,0.28779894,0.20066836,0.69950736,316.4834,216.46562
704,181.4278,268.74716,217.36299,87.31937,184.61565,204.25258,266.13892,4.5400276,7.3408365,1.5116546,4.3303676,6.886363,1.6169145,253.73767,69.5879,0.4782837,-0.49873817,-2.3513808,2.403691,258.02478,317.0718,100.0,1.0,1.0,1.0,1.0,0,,0,,,,,,,2,35,1,1,0,0.4926522,0.9026579,Primary,0.9917763,0.22661038,0.704,0,1,0,0,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,NONE,0.05,0,Winter_North,0.0,0.69478863,-0.68108135,0.7322078,0.5884,3.6327188,0.21393567,0.05,0.15324675,0.13515152,0,0,4,4,170,2.800809,0.5434122,0,0,0,0.11741806,none,45,0.0,92,0.04347826,53,0.0,46,0.02173913,103,0.03883495,10,0.0,170,0.7129566,0,52,0.24519026,0.1857441,0.69478863,317.0718,217.36299
705,182.92633,268.6443,216.9489,85.71796,185.18585,203.43834,266.02734,4.3304915,7.0340967,1.2801026,4.061222,6.1063504,1.6243184,249.30939,82.78399,0.352114,-0.46832618,-1.356424,1.4349966,250.95198,317.66275,99.0,1.0,1.0,1.0,1.0,0,,0,,,,,,,2,36,1,1,0,0.493352,0.902853,Primary,0.9934211,0.22675702,0.705,0,1,0,0,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,NONE,0.05,0,Winter_North,0.0,0.6900287,-0.67349315,0.7391935,0.5909576,3.7127042,0.1801113,0.05,0.15324675,0.13515152,0,0,5,4,170,2.7036052,0.5743884,0,0,0,0.11793156,none,45,0.0,92,0.04347826,53,0.0,46,0.02173913,103,0.03883495,10,0.0,170,0.71285295,0,53,0.2565443,0.18598577,0.6900287,317.66275,216.9489
706,182.44237,267.96545,217.77142,85.52309,185.78442,204.36327,265.5509,4.8198075,8.703289,1.8603954,4.5300922,8.453949,1.8057337,261.3749,77.83417,0.39744046,-0.07846802,-2.1612747,2.1626987,267.92072,318.2456,100.0,1.0,1.0,1.0,1.0,0,,0,,,,,,,2,37,1,1,0,0.49405178,0.90304786,Primary,0.9950658,0.22690335,0.706,0,1,0,0,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,NONE,0.05,0,Winter_North,0.0,0.68531436,-0.665939,0.74600625,0.5828424,3.8908143,1.8258833,0.05,0.15324675,0.13515152,0,0,6,4,170,3.8834813,0.5492092,0,0,0,0.14399953,none,45,0.0,92,0.04347826,53,0.0,46,0.02173913,103,0.03883495,10,0.0,170,0.7127494,0,54,0.2523321,0.1964492,0.68531436,318.2456,217.77142
707,182.85654,268.81427,217.40128,85.957726,186.10146,204.60352,266.9171,5.40252,9.097406,1.8651114,5.037249,8.53285,1.683919,267.41714,62.241867,0.5542987,-0.15466937,-3.3314567,3.335045,267.34183,318.82864,99.0,1.0,1.0,1.0,1.0,1,"HP3 Mole Recovery Activities, SEIS Tilt Measurement and Flash Maintenance, Command Loss Timer Set to 8 days, and Dust Devil and Tau Images",1,,0.0,,0.0,,0.0,2,38,1,1,0,0.49475157,0.9032424,Primary,0.99671054,0.2270494,0.707,23,7,0,0,0,1,1,0,1,0,3,HP3,1,1,0,1,0,0,SCIENCE,0.875,0,Winter_North,0.0,0.6805793,-0.65831333,0.752744,0.58303636,1.703077,0.75737405,0.325,0.16785714,0.19015151,1,1,0,5,171,3.6948864,0.5363313,0,0,0,0.13827646,none,45,0.0,93,0.05376344,54,0.018518519,46,0.02173913,104,0.048076924,10,0.0,171,0.7116461,1,0,0.20315334,0.19819874,0.6805793,318.82864,217.40128
708,226.79095,269.44537,257.58466,42.654434,235.38806,262.27557,268.58487,3.7266796,5.23613,1.2676382,4.162807,4.9914746,1.4050391,110.84538,66.95347,0.5052184,-0.7343515,2.4741368,2.5808187,106.53148,319.065,17.0,1.0,1.0,1.0,1.0,0,,0,,,,,,,2,39,1,1,0,0.49545136,0.90343666,Primary,0.99835527,0.22719516,0.708,0,1,0,0,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,NONE,0.05,0,Winter_North,0.0,0.6786543,-0.6552024,0.75545335,0.23636363,15.390502,7.009895,0.325,0.16785714,0.15318182,0,0,1,5,171,1.5094507,0.6277866,0,0,0,0.0941183,none,45,0.0,93,0.05376344,54,0.018518519,46,0.02173913,104,0.048076924,10,0.0,171,0.71154284,0,1,0.49665892,0.18057162,0.6786543,319.065,257.58466
720,180.2088,266.69995,215.58427,85.52489,184.38367,,261.703,5.628128,9.597756,1.6655966,,8.539442,1.7215182,275.29895,34.99804,,,,,,326.31,99.5,,,1.0,1.0,1,"HP3 Mole Recovery Activities, HP3 RAD Single Measurements, Unsafe IDA and HP3, and Tau Images",1,,0.0,,0.0,,0.0,2,51,12,0,11,0.50384885,0.9057467,Extended_1,0.028571429,0.22892167,0.72,15,6,0,0,1,1,0,0,1,0,3,IDA,1,0,0,1,0,0,SCIENCE,0.7295455,0,Winter_North,0.0,0.6183343,-0.55469924,0.8320509,7.245,15.385919,-0.14689074,0.55151516,0.26493508,0.19848485,12,15,0,5,172,3.9696288,0.64892447,0,0,0,0.15525332,none,46,0.02173913,94,0.05319149,54,0.018518519,46,0.0,105,0.04761905,10,0.0,172,0.7093139,0,13,0.5032805,0.23007523,0.6183343,326.31,215.58427
734,182.09839,265.8037,216.38728,83.2447,185.71622,,261.62103,4.4344664,7.0868945,1.1545678,,6.203349,1.5732222,259.48367,40.20304,,,,,,334.22,100.0,,,1.0,1.0,1,"HP3 Mole Recovery Activities, HP3 RAD Single Measurements, HP3 RAD Calibration, SEIS VBB2 Characterization, Aeolian Change, and Tau Images",1,,0.0,,0.0,,0.0,2,65,14,0,13,0.5136459,0.9083937,Extended_1,0.068571426,0.23088425,0.734,19,7,0,0,0,1,1,0,1,0,3,HP3,1,1,0,1,0,0,SCIENCE,0.83409095,0,Winter_North,0.0,0.5503545,-0.4349168,0.9004706,7.91,15.391263,-0.16261768,0.5378788,0.37694806,0.25075758,26,1,0,6,173,2.6524284,0.6518248,0,0,0,0.123830184,none,46,0.02173913,95,0.06315789,55,0.036363635,46,0.0,106,0.056603774,10,0.0,173,0.70690334,1,0,0.5041891,0.24635293,0.5503545,334.22,216.38728
735,181.40575,267.4772,211.39465,86.07146,183.69733,201.05429,261.67273,3.498034,5.8692365,0.9356586,3.6740046,4.876604,1.6778672,246.0944,58.69375,0.59173477,-1.0552816,-1.7828165,2.0717273,239.37793,334.98273,89.0,1.0,1.0,1.0,1.0,0,,0,,,,,,,2,66,1,1,0,0.5143457,0.90858084,Extended_1,0.071428575,0.23102236,0.735,0,1,0,0,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,NONE,0.05,0,Winter_North,0.0,0.5437281,-0.4228916,0.90618026,0.7627191,15.894571,-0.9257062,0.5378788,0.37694806,0.25075758,0,0,1,6,173,2.3712022,0.7966549,0,0,0,0.23039933,none,46,0.02173913,95,0.06315789,55,0.036363635,46,0.0,106,0.056603774,10,0.0,173,0.7068035,0,1,0.54955816,0.28901553,0.5437281,334.98273,211.39465
736,181.70891,268.05115,217.30013,86.342255,183.83888,205.9429,265.32877,4.2207046,7.478271,1.1599152,4.398009,6.2662854,1.7718064,253.73209,55.06842,0.6300974,-0.88435835,-2.48231,2.635138,250.39084,335.3716,100.0,1.0,1.0,1.0,1.0,0,,0,,,,,,,2,67,1,1,0,0.51504546,0.9087677,Extended_1,0.074285716,0.23116018,0.736,0,1,0,0,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,NONE,0.05,0,Winter_North,0.0,0.5403465,-0.41673142,0.90902966,0.3888809,15.877001,-0.07854883,0.31136364,0.37694806,0.25075758,0,0,2,6,173,3.2575665,0.8027218,0,0,0,0.15228274,none,46,0.02173913,95,0.06315789,55,0.036363635,46,0.0,106,0.056603774,10,0.0,173,0.7067038,0,2,0.5514587,0.2578038,0.5403465,335.3716,217.30013
737,181.31699,265.73654,215.51598,84.419556,183.6001,205.0919,261.58884,5.276105,8.041042,1.0935142,5.1213164,7.5383987,1.5240489,268.77826,35.143642,0.82852125,-0.21338254,-4.436403,4.441531,267.2463,335.9264,100.0,1.0,1.0,1.0,1.0,0,,0,,,,,,,2,68,1,1,0,0.5157453,0.9089543,Extended_1,0.07714286,0.23129772,0.737,0,1,0,0,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,NONE,0.05,0,Winter_North,0.0,0.53551894,-0.4079098,0.9130222,0.5548,15.997597,-0.31421793,0.05,0.37694806,0.25075758,0,0,3,6,173,2.7649374,0.8471976,0,0,0,0.14452577,none,46,0.02173913,95,0.06315789,55,0.036363635,46,0.0,106,0.056603774,10,0.0,173,0.70660424,0,3,0.56539106,0.25473583,0.53551894,335.9264,215.51598
738,181.08745,265.85034,215.7215,84.76288,183.80884,205.09041,262.06018,4.2106323,7.46905,1.2867779,4.3432813,6.117813,1.7738547,267.19348,34.16904,0.8370898,-0.4184876,-3.577926,3.6023166,263.3288,336.47815,99.0,1.0,1.0,1.0,1.0,0,,0,,,,,,,2,69,1,1,0,0.51644504,0.9091407,Extended_1,0.08,0.23143499,0.738,0,1,0,0,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,NONE,0.05,0,Winter_North,0.0,0.5307145,-0.39909858,0.916908,0.5517616,16.083364,-6.9771924,0.05,0.25909093,0.25075758,0,0,4,6,173,3.2584178,0.7752997,0,0,0,0.24977836,none,46,0.02173913,95,0.06315789,55,0.036363635,46,0.0,106,0.056603774,10,0.0,173,0.7065048,0,4,0.5428685,0.2674074,0.5307145,336.47815,215.7215
739,181.36386,267.95285,216.10213,86.58898,183.43906,205.21838,263.06357,4.898024,7.7126904,1.0084873,4.908157,6.80417,1.5746534,260.2523,41.814854,0.76620233,-0.81296724,-3.6810002,3.7697055,257.54587,337.0338,100.0,1.0,1.0,1.0,1.0,0,,0,,,,,,,2,70,1,1,0,0.51714486,0.90932685,Extended_1,0.08285714,0.23157197,0.739,0,1,0,0,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,NONE,0.05,0,Winter_North,0.0,0.5258734,-0.39018804,0.9207352,0.5556384,1.882627,0.086309426,0.05,0.25909093,0.20257576,0,0,5,6,173,2.814666,0.7234203,0,0,0,0.1343255,none,46,0.02173913,95,0.06315789,55,0.036363635,46,0.0,106,0.056603774,10,0.0,173,0.70640546,0,5,0.26546547,0.22126102,0.5258734,337.0338,216.10213
740,191.32161,268.11496,225.76375,76.79335,195.00659,214.98587,265.3525,2.9008613,4.767655,0.9662548,2.8678062,4.357419,1.6435308,278.03452,59.144775,0.586964,-0.1442583,-1.4175805,1.4249017,264.18936,337.255,40.0,1.0,1.0,1.0,1.0,0,,0,,,,,,,2,71,1,1,0,0.5178446,0.9095127,Extended_1,0.08571429,0.23170869,0.74,0,1,0,0,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,NONE,0.05,0,Winter_North,0.0,0.5239455,-0.38663048,0.9222347,0.2212,4.344286,1.562744,0.05,0.162013,0.20257576,0,0,6,5,173,1.8667936,0.8042655,0,0,0,0.11896463,none,46,0.02173913,95,0.05263158,55,0.036363635,46,0.0,106,0.047169812,10,0.0,173,0.7063063,0,6,0.3415879,0.1908819,0.5239455,337.255,225.76375
754,182.09839,265.8037,216.38728,83.2447,185.71622,,261.62103,4.4344664,7.0868945,1.1545678,,6.203349,1.5732222,259.48367,40.20304,,,,,,345.18,100.0,,,1.0,1.0,1,"HP3 Mole Recovery Activities, HP3 RAD Single Measurements, SEIS Recentering of VBB2, SEIS VBB3 Characterization, Aeolian Change, and Tau Images",1,,0.0,,0.0,,0.0,2,85,14,0,13,0.5276417,0.9120889,Extended_1,0.12571429,0.23359433,0.754,20,7,0,0,0,1,1,0,1,0,3,HP3,1,1,0,1,0,0,SCIENCE,0.8477273,0,Winter_North,0.0,0.45485753,-0.25578323,0.9667342,7.925,4.344286,0.8321045,0.3159091,0.16396104,0.25575757,14,999,0,6,174,2.6524284,0.8042655,0,0,0,0.137866,none,46,0.02173913,96,0.0625,56,0.05357143,46,0.0,107,0.056074765,10,0.0,174,0.7039305,1,0,0.3415879,0.19976099,0.45485753,345.18,216.38728
761,182.09839,265.8037,216.38728,83.2447,185.71622,,261.62103,4.4344664,7.0868945,1.1545678,,6.203349,1.5732222,259.48367,40.20304,,,,,,348.93,100.0,,,1.0,1.0,1,"Phobos Eclipse RAD Observations, HP3 RAD Single Measurements, High-Frequency SEIS Recording, Aeolian Change, and Tau Images",1,,0.0,,0.0,,0.0,2,92,7,0,6,0.53254026,0.9133591,Extended_1,0.14571428,0.23451753,0.761,16,6,0,0,0,1,1,0,1,0,3,HP3,1,0,0,0,0,0,SCIENCE,0.7431819,0,Winter_North,0.0,0.42238617,-0.19200814,0.98139334,3.75,3.646769,-0.15214153,0.5469697,0.26298702,0.3019697,21,999,0,7,175,2.6524284,0.7424751,0,0,0,0.13217673,none,46,0.02173913,97,0.072164945,57,0.07017544,46,0.0,108,0.06481481,10,0.0,175,0.70225155,0,7,0.30783814,0.2228294,0.42238617,348.93,216.38728
775,182.09839,265.8037,216.38728,83.2447,185.71622,,261.62103,4.4344664,7.0868945,1.1545678,,6.203349,1.5732222,259.48367,40.20304,,,,,,356.28,100.0,,,1.0,1.0,1,"Arm Retraction and Mosaic, HP3 RAD Calibrations, HP3 Bad Block Readout, SEIS VBB2 Recentering, SEIS Get Tilt and Flash Maintenance, Aeolian Change, and Tau Images",1,,0.0,,0.0,,0.0,2,106,14,0,13,0.5423373,0.91586494,Extended_1,0.18571429,0.2363256,0.775,25,10,0,0,1,1,1,0,1,0,4,IDA,0,1,0,0,0,0,MAINTENANCE,1.0,0,Winter_North,0.0,0.35983416,-0.06488064,0.99789304,7.35,3.675358,0.14521857,0.8636364,0.3987013,0.36530304,35,999,0,8,176,2.6524284,0.7411781,0,0,0,0.1320573,none,47,0.04255319,98,0.08163265,58,0.0862069,46,0.0,109,0.07339449,10,0.0,176,0.6999114,1,0,0.30802178,0.25752926,0.35983416,356.28,216.38728
788,179.42984,261.20413,214.72742,81.99962,183.40424,,257.91537,4.09965,6.759033,1.286531,,6.005712,1.6465107,218.44238,56.30597,,,,,,2.96,100.0,,,1.0,1.0,1,"Pulse the East Solar Array Deployment Motors (Dust Reduction), 4x4x1 Mosaic of SEIS Tether and Surroundings, HP3 Single Calibrations, and Tau Images",1,,0.0,,0.0,,0.0,2,119,13,0,12,0.5514346,0.9181517,Extended_1,0.22285715,0.2379598,0.788,22,6,0,0,0,1,1,0,1,0,3,HP3,0,1,1,0,0,0,MAINTENANCE,0.82500005,0,Spring_North,0.0,0.3049558,0.051638767,0.9986658,6.68,3.7562973,-0.16567807,0.8560606,0.5094156,0.41696972,48,999,0,9,177,2.6593835,0.6258439,0,0,0,0.12160535,none,47,0.04255319,99,0.09090909,59,0.10169491,46,0.0,110,0.08181818,10,0.0,177,0.69768786,1,0,0.27356267,0.28180528,0.3049558,2.96,214.72742
802,179.42984,261.20413,214.72742,81.99962,183.40424,,257.91537,4.09965,6.759033,1.286531,,6.005712,1.6465107,218.44238,56.30597,,,,,,10.0,100.0,,,1.0,1.0,1,"Unsafe APSS, Switch APSS to USM3, HP3 RAD Calibrations (Day and Single), Test Scrapes for SEIS Tether Burial, Disable Secondary Survival Heater, Aeolian Change, and Tau Images",1,,0.0,,0.0,,0.0,2,133,14,0,13,0.5612316,0.92057246,Extended_1,0.26285714,0.23967284,0.802,27,9,0,0,0,1,1,1,1,0,4,HP3,0,1,0,0,1,0,MAINTENANCE,1.0,0,Spring_North,0.0,0.25,0.17364818,0.9848077,7.04,3.8460128,-0.22911838,0.94166666,0.6451299,0.48030305,62,999,0,10,178,2.6593835,0.6269874,0,0,0,0.12171064,none,47,0.04255319,100,0.1,60,0.11666667,47,0.021276595,111,0.09009009,10,0.0,178,0.6953922,1,0,0.2757722,0.31657946,0.25,10.0,214.72742
816,179.42984,261.20413,214.72742,81.99962,183.40424,,257.91537,4.09965,6.759033,1.286531,,6.005712,1.6465107,218.44238,56.30597,,,,,,16.89,100.0,,,1.0,1.0,1,"Test Acquire and Drop for SEIS Tether Burial, Disable Primary and Secondary Survival Heater, HP3 RAD Calibrations, Aeolian Change, and Tau Images",1,,0.0,,0.0,,0.0,2,147,14,0,13,0.5710287,0.92295146,Extended_1,0.30285713,0.24133857,0.816,22,8,0,0,0,1,1,0,1,0,3,HP3,0,1,0,0,1,0,MAINTENANCE,0.9250001,0,Spring_North,0.0,0.19985968,0.29053518,0.9568643,6.89,3.9459193,-1.8393872,0.9166667,0.7701299,0.48363638,76,999,0,11,179,2.6593835,0.54283285,0,0,0,0.2139622,none,47,0.04255319,101,0.10891089,61,0.13114753,47,0.021276595,112,0.09821428,10,0.0,179,0.693119,1,0,0.25147176,0.3855257,0.19985968,16.89,214.72742
822,179.42984,261.20413,214.72742,81.99962,183.40424,,257.91537,4.09965,6.759033,1.286531,,6.005712,1.6465107,218.44238,56.30597,,,,,,19.81,100.0,,,1.0,1.0,1,"Two Scrapes SEIS Tether Burial, HP3 TEM-A/TEM-P Calibrations, Aeolian Change and Tau Images",1,,0.0,,0.0,,0.0,2,153,6,0,5,0.57522744,0.9239586,Extended_1,0.32,0.2420383,0.822,13,4,0,0,0,1,1,0,1,0,3,HP3,0,1,0,0,0,0,MAINTENANCE,0.60227275,0,Spring_North,0.0,0.17987812,0.33890212,0.94082165,2.92,0.887232,-0.2766432,0.8424243,0.849026,0.5204546,82,999,0,11,180,2.6593835,0.1789669,0,0,0,0.0804596,none,47,0.04255319,102,0.10784314,62,0.14516129,47,0.021276595,113,0.097345136,10,0.0,180,0.6915801,1,0,0.07437104,0.3523873,0.17987812,19.81,214.72742
