sol,temp_min,temp_max,temp_avg,temp_range,temp_p05,temp_median,temp_p95,wind_speed_avg,wind_speed_max,wind_speed_std,wind_speed_median,wind_speed_p95,wind_gust_factor,wind_direction_avg,wind_direction_std,wind_resultant_length,wind_u_mean,wind_v_mean,wind_vector_mean_speed,wind_vector_mean_dir,solar_longitude_deg,weather_readings_count,weather_temp_completeness,weather_wind_completeness,weather_data_completeness,weather_available_today,activity_count,activity_text,has_activity,operational_status_rate,has_operational_problem,criticality_rate,is_critical_operation,power_status_rate,has_power_issue,mars_year,sol_of_mars_year,sol_gap,is_consecutive_sol,sol_gap_size,mission_age_linear,mission_age_log,mission_phase,phase_progress,equipment_age_factor,wear_accumulation,activity_word_count,instruction_complexity,is_multipart_operation,operation_part_number,uses_ida,uses_hp3,uses_seis,uses_apss,uses_camera,uses_wts,systems_involved,primary_instrument,is_science_activity,is_maintenance_activity,is_deployment_activity,is_recovery_activity,is_thermal_activity,is_communication_activity,primary_activity_type,activity_intensity,multiple_activities,mars_season,dust_season_risk,orbital_thermal_factor,ls_sin,ls_cos,solar_longitude_diff,temp_volatility_7sol,temp_trend_7sol,operational_tempo_3sol,operational_tempo_7sol,operational_tempo_15sol,sols_since_last_problem,sols_to_next_problem,sols_since_last_activity,activity_days_30sol,cumulative_activity_count,wind_gustiness,wind_volatility_7sol,wind_dust_lifting,wind_sustained_high,wind_high_volatility,dust_storm_probability,dust_event_level,ida_cumulative_usage,ida_usage_intensity,hp3_cumulative_usage,hp3_usage_intensity,seis_cumulative_usage,seis_usage_intensity,apss_cumulative_usage,apss_usage_intensity,camera_cumulative_usage,camera_usage_intensity,wts_cumulative_usage,wts_usage_intensity,mission_operational_cycles,equipment_reliability_score,maintenance_activity,sols_since_maintenance,environmental_stress_index,operational_risk_index,power_availability_proxy,solar_longitude,avg_temp
101,180.42433,264.94928,215.67706,84.52495,184.26552,205.40155,260.11917,4.264046,6.9260554,1.0981393,4.2069,6.1883636,1.6242918,254.92415,39.812286,0.7855179,-1.2384479,-3.205173,3.436115,248.87395,353.50656,99.0,1.0,1.0,1.0,1.0,0,,0,,,,,,,1,101,1,1,0,0.07067879,0.6365725,Primary,0.0,0.054871522,0.101,0,1,0,0,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,NONE,0.05,0,Winter_North,0.0,0.3832215,-0.11308918,0.9935848,0.52757573,0.420909,0.10573602,0.05,0.05,0.165,0,0,7,17,86,2.6620092,0.41845912,0,0,0,0.10257378,none,26,0.23076923,30,0.36666667,30,0.3,11,0.0,30,0.1,8,0.0,86,0.8902789,0,11,0.13977107,0.09193191,0.3832215,353.50656,215.67706
102,181.19633,264.26575,215.50255,83.06942,184.45937,205.45999,258.46478,5.080447,7.5910335,1.180023,5.0630555,6.9030905,1.4941664,264.58286,38.180916,0.800889,-0.7061689,-4.0799274,4.1405897,260.18033,354.0274,100.0,1.0,1.0,1.0,1.0,0,,0,,,,,,,1,102,1,1,0,0.07137859,0.6379153,Primary,0.0016447369,0.05536129,0.102,0,1,0,0,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,NONE,0.05,0,Winter_North,0.0,0.37880707,-0.10405285,0.99457175,0.52082425,0.29727778,-0.040844046,0.05,0.05,0.14621213,0,0,8,16,86,2.5105863,0.3893003,0,0,0,0.09624596,none,26,0.23076923,30,0.36666667,30,0.3,11,0.0,30,0.1,8,0.0,86,0.8900587,0,12,0.12808567,0.08947784,0.37880707,354.0274,215.50255
103,180.9188,263.6129,215.4251,82.694115,184.70247,205.31099,259.02856,4.542661,7.351625,1.2304648,4.673622,6.4366274,1.618352,261.16757,38.59472,0.797023,-0.92892,-3.5428944,3.6626484,255.30818,354.5481,99.0,1.0,1.0,1.0,1.0,0,,0,,,,,,,1,103,1,1,0,0.07207838,0.63924515,Primary,0.0032894737,0.055850077,0.103,0,1,0,0,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,NONE,0.05,0,Winter_North,0.0,0.37440374,-0.095010236,0.9954763,0.5206909,0.34346226,-0.1347338,0.05,0.05,0.14621213,0,0,9,15,86,2.808964,0.31202814,0,0,0,0.096309796,none,26,0.1923077,30,0.33333334,30,0.3,11,0.0,30,0.1,8,0.0,86,0.88983876,0,13,0.10483262,0.08958036,0.37440374,354.5481,215.4251
104,181.39296,265.95953,216.63849,84.566574,185.40262,206.1196,261.83386,3.7105968,5.449759,1.101177,3.9511907,5.009665,1.4687015,245.27382,42.69901,0.7575316,-1.614414,-2.4216087,2.910416,236.3098,355.0716,100.0,1.0,1.0,1.0,1.0,0,,0,,,,,,,1,104,1,1,0,0.072778165,0.6405623,Primary,0.0049342103,0.05633789,0.104,0,1,0,0,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,NONE,0.05,0,Winter_North,0.0,0.36998704,-0.085910775,0.99630284,0.5235091,0.4412638,0.15775335,0.05,0.05,0.14621213,0,0,10,14,86,1.7391622,0.41473854,0,0,0,0.08002868,none,26,0.1923077,30,0.3,30,0.26666668,11,0.0,30,0.1,8,0.0,86,0.8896191,0,14,0.1390256,0.083144784,0.36998704,355.0716,216.63849
105,180.87526,264.85605,216.27235,83.98079,184.87479,206.17047,260.85803,3.9546676,6.215911,1.1590353,4.122211,5.6933312,1.571791,247.64821,48.82675,0.69550866,-1.4673321,-2.431402,2.8398554,238.88934,355.5926,100.0,1.0,0.99,0.996,1.0,0,,0,,,,,,,1,105,1,1,0,0.07347795,0.6418669,Primary,0.0065789474,0.056824725,0.105,0,1,0,0,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,NONE,0.05,0,Winter_North,0.0,0.36560228,-0.0768478,0.99704283,0.521,0.45086604,0.013686416,0.05,0.05,0.12742424,0,0,11,13,86,2.2612436,0.43868998,0,0,0,0.0947946,none,26,0.1923077,30,0.3,30,0.26666668,11,0.0,30,0.1,8,0.0,86,0.8893997,0,15,0.14672673,0.08912794,0.36560228,355.5926,216.27235
106,181.17256,263.59402,215.40892,82.42145,184.90915,204.97768,259.45795,4.246744,6.350633,0.8845161,4.327686,5.739113,1.4954123,251.53403,39.125957,0.7920265,-1.3781362,-3.1030827,3.395347,246.05312,356.1109,99.0,1.0,1.0,1.0,1.0,0,,0,,,,,,,1,106,1,1,0,0.07417775,0.64315933,Primary,0.0082236845,0.057310592,0.106,0,1,0,0,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,NONE,0.05,0,Winter_North,0.0,0.3612513,-0.0678255,0.9976972,0.518299,0.48534712,-0.123441525,0.05,0.05,0.12742424,0,0,12,12,86,2.1038892,0.43565303,0,0,0,0.09072923,none,26,0.1923077,30,0.26666668,30,0.26666668,11,0.0,30,0.1,8,0.0,86,0.8891806,0,16,0.14648691,0.08757848,0.3612513,356.1109,215.40892
107,181.05801,264.33435,216.15074,83.276344,185.2568,205.958,259.88153,3.929461,7.035897,1.234415,4.037433,5.661439,1.7905501,240.30533,44.38273,0.7408021,-1.9041898,-2.3657606,3.0369,231.16957,356.6318,100.0,1.0,1.0,1.0,1.0,0,,0,,,,,,,1,107,1,1,0,0.07487754,0.6444397,Primary,0.009868421,0.057795484,0.107,0,1,0,0,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,NONE,0.05,0,Winter_North,0.0,0.3568899,-0.05875233,0.9982726,0.520901,0.48545995,0.07894463,0.05,0.05,0.08318182,0,0,13,11,86,3.1064358,0.45759472,0,0,0,0.116869494,none,26,0.1923077,30,0.23333333,30,0.23333333,11,0.0,30,0.1,8,0.0,86,0.88896173,0,17,0.15336263,0.0981112,0.3568899,356.6318,216.15074
108,237.8598,265.90005,256.05328,28.040257,242.59724,256.9279,265.37643,3.4045894,4.5065536,1.201395,3.9004867,4.3835273,1.3236703,137.7359,61.99726,0.5568703,-1.5632788,1.8283181,2.4055326,130.53165,356.839,14.0,1.0,1.0,1.0,1.0,0,,0,,,,,,,1,108,1,1,0,0.075577326,0.64570826,Primary,0.011513158,0.05827941,0.108,0,1,0,0,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,NONE,0.05,0,Winter_North,0.0,0.35515833,-0.055141874,0.99847853,0.2072,15.184163,6.7584558,0.05,0.05,0.08318182,0,0,14,10,86,1.1019642,0.55679244,0,0,0,0.07777797,none,26,0.1923077,30,0.23333333,30,0.23333333,11,0.0,30,0.1,8,0.0,86,0.88874316,0,18,0.47441947,0.082551084,0.35515833,356.839,256.05328
110,182.09839,265.8037,216.38728,83.2447,185.71622,,261.62103,4.4344664,7.0868945,1.1545678,,6.203349,1.5732222,259.48367,40.20304,,,,,,358.15,100.0,,,1.0,1.0,1,Workspace and HP3 Imaging,1,,0.0,,0.0,,0.0,1,110,2,0,1,0.07697691,0.6482108,Primary,0.014802632,0.05924436,0.11,4,2,0,0,0,1,1,0,1,0,3,HP3,1,0,0,0,0,0,SCIENCE,0.37954545,0,Winter_North,0.0,0.3442471,-0.032282982,0.99947876,1.311,15.12818,0.16036543,0.15984848,0.09707792,0.071969695,2,1,0,10,87,2.6524284,0.4046207,0,0,0,0.10106911,none,26,0.15384616,31,0.22580644,31,0.22580644,11,0.0,31,0.12903225,8,0.0,87,0.88730687,0,20,0.4267505,0.104139715,0.3442471,358.15,216.38728
111,212.29517,266.0197,242.57834,53.72456,216.00813,245.48024,263.2491,4.7614574,9.258445,1.8339303,4.5497913,8.27335,1.8416438,220.16313,44.369194,0.74093765,-2.2700098,-1.0279745,3.5338569,206.6812,359.1,23.0,1.0,0.0,0.6,1.0,0,,0,,,,,,,1,111,1,1,0,0.0776767,0.64944524,Primary,0.016447369,0.05972539,0.111,0,1,0,0,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,NONE,0.05,0,Winter_North,0.0,0.33639106,-0.015707318,0.9998766,0.95,16.638256,4.3233075,0.15984848,0.09707792,0.071969695,0,0,1,9,87,4.4969873,0.45586058,0,0,0,0.15016474,none,26,0.15384616,31,0.22580644,31,0.22580644,11,0.0,31,0.12903225,8,0.0,87,0.88708913,0,21,0.44280177,0.123854175,0.33639106,359.1,242.57834
112,180.6708,265.4416,215.93575,84.770775,184.6164,205.07585,261.1826,4.7614574,9.258445,1.8339303,4.5497913,8.27335,1.8416438,220.16313,44.369194,0.74093765,-2.2700098,-1.0279745,3.5338569,206.6812,359.29456,99.0,1.0,0.0,0.6,1.0,1,Tau and Cloud Survey Imaging; Setup for Equinox Imaging,1,,0.0,,0.0,,0.0,1,112,1,1,0,0.07837649,0.65066874,Primary,0.018092105,0.06020546,0.112,9,3,0,0,0,0,0,0,1,0,1,CAMERA,1,0,0,0,0,0,SCIENCE,0.3477273,0,Winter_North,0.0,0.33478773,-0.012312193,0.9999242,0.19454545,16.703623,-0.05609971,0.25909093,0.1396104,0.09181818,1,1,0,9,88,4.4969873,0.492012,0,0,0,0.15349334,none,26,0.115384616,31,0.19354838,31,0.19354838,11,0.0,32,0.15625,8,0.0,88,0.88587165,0,22,0.45412648,0.13624486,0.33478773,359.29456,215.93575
113,180.56099,265.46613,216.127,84.90514,184.44287,205.5772,261.3646,4.7614574,9.258445,1.8339303,4.5497913,8.27335,1.8416438,220.16313,44.369194,0.74093765,-2.2700098,-1.0279745,3.5338569,206.6812,359.7288,100.0,1.0,0.0,0.6,1.0,0,,0,,,,,,,1,113,1,1,0,0.079076275,0.6518814,Primary,0.019736841,0.06068457,0.113,0,1,0,0,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,NONE,0.05,0,Winter_North,0.0,0.33121577,-0.004733315,0.9999888,0.43425456,16.71715,0.119679175,0.14924243,0.1396104,0.09181818,0,0,1,8,88,4.4969873,0.5152852,0,0,0,0.15563619,none,26,0.115384616,31,0.19354838,31,0.19354838,11,0.0,32,0.15625,8,0.0,88,0.88565445,0,23,0.46141702,0.13717802,0.33121577,359.7288,216.127
114,181.04303,264.50073,216.35725,83.4577,184.88042,205.69315,261.06702,4.7614574,9.258445,1.8339303,4.5497913,8.27335,1.8416438,220.16313,44.369194,0.74093765,-2.2700098,-1.0279745,3.5338569,206.6812,144.2418,100.0,1.0,0.0,0.6,1.0,1,HP3 Imaging,1,,0.0,,0.0,,0.0,1,114,1,1,0,0.07977606,0.6530835,Primary,0.02138158,0.06116272,0.114,2,1,0,0,0,1,0,0,1,0,2,HP3,1,0,0,0,0,0,SCIENCE,0.22727273,0,Summer_North,0.0,0.3642109,0.5843658,-0.81149036,144.513,16.625141,0.034418885,0.20833334,0.16493507,0.10363637,1,1,0,8,89,4.4969873,0.5378994,0,0,0,0.15771838,none,26,0.07692308,32,0.1875,31,0.19354838,11,0.0,33,0.18181819,8,0.0,89,0.8844375,0,24,0.46850106,0.14476798,0.3642109,144.2418,216.35725
115,181.05531,264.71478,215.69711,83.65948,184.09706,204.91963,259.7599,4.7614574,9.258445,1.8339303,4.5497913,8.27335,1.8416438,220.16313,44.369194,0.74093765,-2.2700098,-1.0279745,3.5338569,206.6812,0.75730306,99.0,1.0,0.0,0.6,1.0,0,,0,,,,,,,1,115,1,1,0,0.08047586,0.6542752,Primary,0.023026315,0.06163992,0.115,0,1,0,0,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,NONE,0.05,0,Spring_North,0.0,0.32279488,0.013217047,0.9999127,-143.4845,16.66919,-6.7260284,0.10909091,0.16493507,0.10363637,0,0,1,8,89,4.4969873,0.50710946,0,0,0,0.2548834,none,26,0.07692308,32,0.1875,31,0.19354838,11,0.0,33,0.18181819,8,0.0,89,0.88422084,0,25,0.4588559,0.18370983,0.32279488,0.75730306,215.69711
116,180.66779,263.79626,216.11275,83.12849,184.16733,205.02841,260.47052,5.0564213,6.4856324,0.6789181,5.020365,5.905322,1.2826526,180.62627,16.382492,0.9599467,-4.8492184,-0.059995145,4.8495893,180.70883,1.2656,100.0,1.0,0.21,0.684,1.0,0,,0,,,,,,,1,116,1,1,0,0.08117565,0.6554566,Primary,0.024671054,0.062116165,0.116,0,1,0,0,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,NONE,0.05,0,Spring_North,0.0,0.31865412,0.022087092,0.99975604,0.50829697,10.009613,-0.045756932,0.10909091,0.16493507,0.10363637,0,0,2,7,89,1.4292109,0.17971288,0,0,0,0.050931886,none,26,0.07692308,32,0.15625,31,0.16129032,11,0.0,33,0.15151516,8,0.0,89,0.8840045,0,26,0.26284784,0.10220495,0.31865412,1.2656,216.11275
117,180.8969,262.68597,215.6687,81.7891,185.11252,205.16219,258.37286,4.185957,7.6932445,1.1126515,4.3859215,5.5887337,1.83787,240.6933,48.933243,0.6944067,-1.7943617,-2.329004,2.9400668,232.38785,1.7745353,99.0,1.0,1.0,1.0,1.0,1,"Unsafe the Cameras, AM Tau, and HP3 Hammering While Imaging",1,,0.0,,0.0,,0.0,1,117,1,1,0,0.081875436,0.656628,Primary,0.02631579,0.062591456,0.117,10,4,0,0,0,1,0,0,1,0,2,HP3,1,0,0,0,0,0,SCIENCE,0.48636365,0,Spring_North,0.0,0.31452242,0.030966533,0.9995204,0.50893533,10.055045,-4.484939,0.19545455,0.18019481,0.13272728,1,1,0,8,90,3.5072877,0.2604361,0,0,0,0.2083603,none,26,0.07692308,33,0.18181819,31,0.16129032,11,0.0,34,0.1764706,8,0.0,90,0.88278836,0,27,0.2890725,0.1694169,0.31452242,1.7745353,215.6687
118,179.92104,264.64343,215.84998,84.72241,184.69426,205.34608,260.28174,4.1102757,6.4082594,1.0833219,4.0765753,5.8559523,1.5590825,246.19855,43.388096,0.75071794,-1.6054378,-2.7651212,3.1973937,239.86041,2.2864,100.0,1.0,1.0,1.0,1.0,0,,0,,,,,,,1,118,1,1,0,0.082575224,0.6577895,Primary,0.027960526,0.0630658,0.118,0,1,0,0,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,NONE,0.05,0,Spring_North,0.0,0.31038174,0.039894618,0.9992039,0.51186466,0.25018725,-0.014295454,0.19545455,0.18019481,0.13272728,0,0,1,7,90,2.2979834,0.34598365,0,0,0,0.087142676,none,26,0.07692308,33,0.15151516,31,0.12903225,11,0.0,34,0.1764706,8,0.0,90,0.8825725,0,28,0.113544695,0.1210054,0.31038174,2.2864,215.84998
119,180.46722,264.73352,209.94307,84.26629,184.12813,198.95633,259.31097,3.4797106,5.5280676,0.95992213,3.3321667,5.153161,1.5886573,264.21518,47.010914,0.71419,-0.6070864,-2.426737,2.5015209,255.95482,2.690515,66.0,1.0,1.0,1.0,1.0,1,"Science Panorama Gap Imaging, HP3 Imaging, and HP3 Radiometer Special Observations",1,,0.0,,0.0,,0.0,1,119,1,1,0,0.08327502,0.6589413,Primary,0.029605264,0.06353919,0.119,11,4,0,0,0,1,1,1,1,0,4,HP3,1,0,0,0,0,0,SCIENCE,0.65000004,0,Spring_North,0.0,0.30712333,0.04694109,0.9988977,0.40411514,2.2911768,-1.0306543,0.39545456,0.22337663,0.17272727,1,3,0,8,91,2.0483568,0.545466,0,0,0,0.1995041,none,26,0.07692308,34,0.1764706,32,0.15625,12,0.083333336,35,0.2,8,0.0,91,0.8813569,0,29,0.2181505,0.17717089,0.30712333,2.690515,209.94307
121,179.42984,261.20413,214.72742,81.99962,183.40424,,257.91537,4.09965,6.759033,1.286531,,6.005712,1.6465107,218.44238,56.30597,,,,,,3.78,100.0,,,1.0,1.0,1,Science Morning Panorma,1,,0.0,,0.0,,0.0,1,121,2,0,1,0.0846746,0.6612164,Primary,0.032894738,0.06448314,0.121,3,1,0,0,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,NONE,0.09090909,0,Spring_North,0.0,0.29838705,0.0659256,0.99782455,1.0894848,2.2480934,-0.27163768,0.26363638,0.2292208,0.17545456,3,1,0,9,92,2.6593835,0.5388381,0,0,0,0.11359438,none,26,0.07692308,34,0.1764706,32,0.15625,12,0.083333336,35,0.2,8,0.0,92,0.87992656,0,31,0.2151852,0.14476866,0.29838705,3.78,214.72742
122,179.65742,261.94272,228.59291,82.28531,184.95454,233.01443,258.93103,5.4963584,6.5373573,0.6963159,5.4068556,6.486728,1.1893979,220.16313,28.66263,0.88238335,-3.820617,-3.0188766,4.8693666,218.31418,4.666,32.0,1.0,0.84375,0.9375,1.0,0,,0,,,,,,,1,122,1,1,0,0.085374385,0.6623399,Primary,0.034539472,0.06495371,0.122,0,1,0,0,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,NONE,0.05,0,Spring_North,0.0,0.29133606,0.08134708,0.99668586,0.886,5.687878,2.1492994,0.26363638,0.2038961,0.17545456,0,0,1,8,92,1.0409987,0.68419415,0,0,0,0.08804161,none,26,0.07692308,34,0.14705883,32,0.125,12,0.083333336,35,0.2,8,0.0,92,0.8797118,0,32,0.3317001,0.12829153,0.29133606,4.666,228.59291
123,179.48657,262.5849,214.6072,83.09834,183.73784,204.36075,258.1019,4.076539,6.143059,1.1697991,4.2712555,5.831929,1.5069299,241.8284,43.743153,0.747189,-1.9338796,-2.467621,3.1351306,231.91412,4.884182,99.0,1.0,1.0,1.0,1.0,0,,0,,,,,,,1,123,1,1,0,0.08607418,0.6634544,Primary,0.03618421,0.06542333,0.123,0,1,0,0,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,NONE,0.05,0,Spring_North,0.0,0.28960732,0.08514185,0.9963688,0.21818182,5.733239,-0.25092486,0.06363636,0.2038961,0.17545456,0,0,2,8,92,2.0665195,0.6821504,0,0,0,0.11252616,none,26,0.07692308,34,0.14705883,32,0.125,12,0.083333336,35,0.2,8,0.0,92,0.8794973,0,33,0.33199593,0.13816044,0.28960732,4.884182,214.6072
124,180.1202,262.5424,215.4391,82.4222,184.00258,205.05841,258.508,3.9565291,6.352732,1.1497654,4.253556,5.699013,1.6056327,241.71344,37.624485,0.80605084,-1.9155682,-2.6003633,3.2297509,233.62263,5.329,100.0,1.0,1.0,1.0,1.0,0,,0,,,,,,,1,124,1,1,0,0.08677397,0.66455996,Primary,0.03782895,0.06589202,0.124,0,1,0,0,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,NONE,0.05,0,Spring_North,0.0,0.2860923,0.09287456,0.9956778,0.44481817,5.7464666,-0.038266387,0.05,0.2038961,0.17545456,0,0,3,7,92,2.3962033,0.61808807,0,0,0,0.11455946,none,26,0.03846154,34,0.11764706,32,0.09375,12,0.083333336,35,0.17142858,8,0.0,92,0.879283,0,34,0.31220087,0.13904876,0.2860923,5.329,215.4391
125,180.17644,263.5865,215.61185,83.410065,184.5801,204.96915,259.1961,3.8808005,6.4951463,1.1164123,3.9061944,5.8881044,1.6736614,244.38171,44.33794,0.7412506,-1.6232938,-2.4918587,2.9739606,236.91821,5.8334,100.0,1.0,1.0,1.0,1.0,0,,0,,,,,,,1,125,1,1,0,0.08747376,0.6656567,Primary,0.039473683,0.066359766,0.125,0,1,0,0,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,NONE,0.05,0,Spring_North,0.0,0.28212208,0.10163624,0.9948216,0.5044,5.7477193,-0.03968771,0.05,0.14155845,0.17545456,0,0,4,7,92,2.6143456,0.6299501,0,0,0,0.12089987,none,26,0.03846154,34,0.11764706,32,0.09375,12,0.083333336,35,0.17142858,8,0.0,92,0.8790691,0,35,0.3159426,0.12607539,0.28212208,5.8334,215.61185
126,180.52943,263.07285,214.68694,82.5434,183.81993,204.18854,258.67242,4.198685,6.0594606,1.0129633,4.3916783,5.6033015,1.4431804,244.19858,42.33222,0.7611387,-1.724942,-2.8037345,3.2918615,238.39893,6.3398485,99.0,1.0,1.0,1.0,1.0,0,,0,,,,,,,1,126,1,1,0,0.088173546,0.66674477,Primary,0.04111842,0.06682658,0.126,0,1,0,0,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,NONE,0.05,0,Spring_North,0.0,0.2781527,0.11042557,0.9938844,0.5064485,5.782834,0.7906446,0.05,0.14155845,0.15348485,0,0,5,6,92,1.8607754,0.62974054,0,0,0,0.10275063,none,26,0.0,34,0.11764706,32,0.0625,12,0.083333336,35,0.14285715,8,0.0,92,0.87885535,0,36,0.31660154,0.118890494,0.2781527,6.3398485,214.68694
127,179.71033,263.81647,215.45827,84.10615,184.05258,205.06975,259.28543,4.225881,6.9716067,1.1215577,4.3640604,5.9693108,1.6497403,233.82013,46.94916,0.71482146,-2.2057016,-2.2600164,3.157973,225.69684,6.8392,100.0,1.0,1.0,1.0,1.0,0,,0,,,,,,,1,127,1,1,0,0.08887334,0.66782427,Primary,0.04276316,0.06729246,0.127,0,1,0,0,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,NONE,0.05,0,Spring_North,0.0,0.27425593,0.1190833,0.9928843,0.4993515,5.1214275,0.121808305,0.05,0.055844158,0.15348485,0,0,6,6,92,2.7457256,0.5517988,0,0,0,0.11686501,none,26,0.0,34,0.11764706,32,0.0625,12,0.083333336,35,0.14285715,8,0.0,92,0.8786419,0,37,0.2785374,0.103182375,0.27425593,6.8392,215.45827
128,180.00853,264.60513,215.3901,84.59661,183.9644,204.83022,259.79453,3.855371,6.1849046,1.2402337,3.9556,5.7989955,1.6042308,229.22034,49.907387,0.6842975,-2.1176658,-1.7252706,2.7314954,219.16985,7.339172,99.0,1.0,0.989899,0.9959596,1.0,0,,0,,,,,,,1,128,1,1,0,0.08957313,0.66889536,Primary,0.044407893,0.06775741,0.128,0,1,0,0,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,NONE,0.05,0,Spring_North,0.0,0.27037153,0.12774271,0.99180734,0.49997172,5.077977,-2.200467,0.05,0.05,0.13363637,0,0,7,6,92,2.3295338,0.57218397,0,0,0,0.2087289,none,26,0.0,34,0.11764706,32,0.0625,12,0.083333336,35,0.14285715,8,0.0,92,0.87842876,0,38,0.28402656,0.13854149,0.27037153,7.339172,215.3901
129,179.48665,264.0408,215.47429,84.55415,183.59087,205.13873,259.39844,4.1204343,6.238409,1.1844765,4.2727723,5.8224006,1.5140173,236.08273,48.735817,0.6964491,-2.0019388,-2.212003,2.9834068,227.85382,7.8426,100.0,1.0,1.0,1.0,1.0,0,,0,,,,,,,1,129,1,1,0,0.09027292,0.66995823,Primary,0.04605263,0.06822143,0.129,0,1,0,0,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,NONE,0.05,0,Spring_North,0.0,0.26647788,0.13645217,0.99064666,0.5034283,0.41014016,0.14451738,0.05,0.05,0.13363637,0,0,8,6,92,2.1179745,0.14931504,0,0,0,0.06470382,none,26,0.0,34,0.11764706,32,0.0625,12,0.083333336,35,0.14285715,8,0.0,92,0.87821585,0,39,0.05523744,0.08100598,0.26647788,7.8426,215.47429
130,179.513,264.29172,215.38666,84.778725,183.6031,204.56645,259.34616,4.0671782,6.4318275,1.0452893,4.138067,5.7711277,1.5813979,240.30388,47.48338,0.7093501,-1.795877,-2.327487,2.9397907,232.3464,8.343,100.0,1.0,0.99,0.996,1.0,1,Runout,1,,0.0,,0.0,,0.0,1,130,1,1,0,0.09097271,0.67101294,Primary,0.04769737,0.068684526,0.13,1,1,0,0,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,NONE,0.06363636,0,Spring_North,0.0,0.26262558,0.14509879,0.9894172,0.5004,0.30173934,-0.008741946,0.054545455,0.051948052,0.122727275,1,1,0,7,93,2.364649,0.14902602,0,0,0,0.07061189,none,26,0.0,34,0.11764706,32,0.0625,12,0.083333336,35,0.14285715,8,0.0,93,0.8770032,0,40,0.052910015,0.08428065,0.26262558,8.343,215.38666
131,179.54817,262.42343,214.61342,82.87525,183.55603,203.89009,257.78854,4.1587358,6.7752223,1.1904638,4.2499666,5.664084,1.6291543,239.52808,41.863457,0.7657278,-2.0932539,-2.5544496,3.3025632,230.66696,8.840384,99.0,1.0,1.0,1.0,1.0,0,,0,,,,,,,1,131,1,1,0,0.091672495,0.6720596,Primary,0.049342107,0.06914669,0.131,0,1,0,0,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,NONE,0.05,0,Spring_North,0.0,0.2588144,0.15368234,0.9881203,0.49738383,0.40473187,-0.16640598,0.054545455,0.051948052,0.122727275,0,0,1,7,93,2.6164865,0.14894341,0,0,0,0.076663174,none,26,0.0,34,0.11764706,32,0.0625,12,0.083333336,35,0.14285715,8,0.0,93,0.8767908,0,41,0.055009414,0.08677549,0.2588144,8.840384,214.61342
132,180.40619,264.01474,215.66643,83.60854,183.523,204.60837,259.2302,4.0764647,6.1718,1.2603409,4.140633,5.7007403,1.5140079,227.46333,56.07646,0.6194363,-2.1201634,-1.6055512,2.65949,217.13582,9.3414,100.0,1.0,1.0,1.0,1.0,1,Dust Devil Search Imaging and IDA Temperature Monitoring,1,,0.0,,0.0,,0.0,1,132,1,1,0,0.09237229,0.6730984,Primary,0.05098684,0.069607936,0.132,8,2,0,0,1,0,0,1,1,0,3,IDA,1,0,0,0,1,0,SCIENCE,0.4340909,0,Spring_North,0.0,0.25499377,0.16231684,0.9867387,0.50101614,0.41370323,0.16324858,0.18257576,0.106818184,0.14833334,1,1,0,8,94,2.0953352,0.12310278,0,0,0,0.06174568,none,27,0.037037037,34,0.11764706,32,0.0625,13,0.15384616,36,0.16666667,8,0.0,94,0.87557876,0,42,0.04709977,0.09495026,0.25499377,9.3414,215.66643
